,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,state
74,74,605.8850617999999,2025-02-13 08:14:13.101737,2025-02-13 08:15:13.062433,0 days 00:00:59.960696,tanh,256,0.19700434846942974,0.0016878583435814497,0.9224418849905255,0.9853027759753457,0.00010119384065464125,0.8295288382682885,9,11,tiny,0.04806006102242168,0.3921148218705845,COMPLETE
75,75,445.5574584,2025-02-13 08:15:13.064259,2025-02-13 08:16:14.831687,0 days 00:01:01.767428,tanh,256,0.16754672697843404,0.0017730607128526577,0.9273329510058098,0.989923056190437,0.00013811527330066654,0.8411880277271517,9,11,tiny,0.049689133359964624,0.3888392014252118,COMPLETE
76,76,-2079.5231923,2025-02-13 08:16:14.834228,2025-02-13 08:17:07.863768,0 days 00:00:53.029540,relu,256,0.24028325657533997,0.0031183928980557715,0.9226513578371139,0.9867241546676274,0.00010132965056704779,0.8931449195926064,9,12,small,0.038801081375359786,0.5736822056441893,COMPLETE
77,77,383.10188150000005,2025-02-13 08:17:07.866005,2025-02-13 08:18:24.952912,0 days 00:01:17.086907,tanh,128,0.18347147032841604,0.002596790124847955,0.9317699165452631,0.9853765373341306,7.20119798237255e-05,0.9776009639442321,12,10,tiny,0.04610485678229837,0.40083049340385696,COMPLETE
78,78,530.8774512,2025-02-13 08:18:24.954692,2025-02-13 08:19:22.174498,0 days 00:00:57.219806,tanh,1024,0.19112534588525873,0.0015560760578071803,0.9161254968590277,0.981203413801602,0.00014787282732865433,1.0663661412270111,9,11,small,0.05243951864016856,0.31253086499414323,COMPLETE
79,79,-9891.073989199998,2025-02-13 08:19:22.176252,2025-02-13 08:20:09.632685,0 days 00:00:47.456433,relu,64,0.19864366523499674,0.024981317788923065,0.9069353834773919,0.9607003066447986,0.00021279220514468288,0.8149224134939492,11,11,tiny,0.07088494502217807,0.33666442267891744,COMPLETE
80,80,319.4418167,2025-02-13 08:20:09.634641,2025-02-13 08:21:09.883033,0 days 00:01:00.248392,tanh,256,0.2069680644426083,0.0022773343400496666,0.9844324042463142,0.9501560852687101,0.00016255735381017462,1.1530590376060397,8,11,tiny,0.06030365740270155,0.3586174266027147,COMPLETE
81,81,563.534823,2025-02-13 08:21:09.884804,2025-02-13 08:22:11.072455,0 days 00:01:01.187651,tanh,256,0.20226117231474935,0.0018244131451472334,0.9376262860548737,0.9822712737975245,8.258511724801654e-05,0.7201718537406991,9,11,tiny,0.1150167739080974,0.4349561598085936,COMPLETE
82,82,581.7321439,2025-02-13 08:22:11.074276,2025-02-13 08:23:11.270422,0 days 00:01:00.196146,tanh,256,0.19694145703132124,0.0012407010620386538,0.9185745979699995,0.9876747907534515,8.823224839626805e-05,0.6543949499066183,9,11,tiny,0.030725789002383954,0.4491186777075584,COMPLETE
83,83,495.0500367000001,2025-02-13 08:23:11.272075,2025-02-13 08:24:12.250813,0 days 00:01:00.978738,tanh,256,0.19524226165102423,0.04902656418832101,0.9248672915962658,0.9875669184297325,0.00010837675500235001,0.9264414070999617,9,11,tiny,0.031024377765078166,0.4500366459473834,COMPLETE
84,84,398.5499917,2025-02-13 08:24:12.252765,2025-02-13 08:25:13.156970,0 days 00:01:00.904205,tanh,256,0.1901620259434066,0.0028281299942273337,0.9213907391021072,0.9926044486093281,9.867732807119604e-05,0.37321514033901615,9,11,tiny,0.04087706957019343,0.3952444657879908,COMPLETE
85,85,403.28958969999996,2025-02-13 08:25:13.158545,2025-02-13 08:26:06.416025,0 days 00:00:53.257480,tanh,1024,0.19793413491653575,0.0014837279455392311,0.9134114322998401,0.9718048349587544,8.764558275480133e-05,0.7527116140397132,10,11,tiny,0.035776540654357494,0.3745026440649173,COMPLETE
86,86,486.3348715,2025-02-13 08:26:06.417929,2025-02-13 08:27:04.052403,0 days 00:00:57.634474,relu,256,0.1502024688224122,0.003393175464248718,0.9589975253893489,0.9562782637846862,6.620747119341608e-05,1.242194276328657,9,11,small,0.10048855034648979,0.4824702540071734,COMPLETE
87,87,434.9829527,2025-02-13 08:27:04.054657,2025-02-13 08:27:59.882187,0 days 00:00:55.827530,tanh,512,0.1858036211262368,0.0019418628205302045,0.9103244658395423,0.9907449289496574,0.0001275703832036375,0.6520046336392237,9,10,tiny,0.02678852525357656,0.4312926594274617,COMPLETE
